Algorithm,k,n,N,AvgCompetitiveRatio,StdDev
FirstFitBatch(size=50)[p=0.2],2,1000,100,1.965,1.0228758477938562
FirstFitBatchDegree(size=50)[p=0.2],2,50,100,1.065,0.2080264406271472
FirstFitBatchDegree(size=50)[p=0.2],2,100,100,1.165,0.3940494892776794
FirstFitBatchDegree(size=50)[p=0.2],2,150,100,1.335,0.6930187587648692
FirstFitBatchDegree(size=50)[p=0.2],2,200,100,1.3,0.6244997998398398
FirstFitBatchDegree(size=50)[p=0.2],2,300,100,1.45,0.6763874629234341
FirstFitBatchDegree(size=50)[p=0.2],2,400,100,1.44,0.8464041587799531
FirstFitBatchDegree(size=50)[p=0.2],2,500,100,1.595,0.9399335082866235
FirstFitBatchDegree(size=50)[p=0.2],2,600,100,1.4,0.6855654600401044
FirstFitBatchDegree(size=50)[p=0.2],2,700,100,1.45,0.7262919523166975
FirstFitBatchDegree(size=50)[p=0.2],2,800,100,1.385,0.7511824012848012
FirstFitBatchDegree(size=50)[p=0.2],2,900,100,1.65,0.9810708435174291
FirstFitBatchDegree(size=50)[p=0.2],2,1000,100,1.48,0.7379701890998037
FirstFitBatch(size=50)[p=0.2],3,50,100,2.16,0.5152777029050559
FirstFitBatch(size=50)[p=0.2],3,100,100,2.6866666666666665,0.8052880781986586
FirstFitBatch(size=50)[p=0.2],3,150,100,2.98,1.068560818214023
FirstFitBatch(size=50)[p=0.2],3,200,100,3.15,1.240407639089308
FirstFitBatch(size=50)[p=0.2],3,300,100,3.4466666666666668,1.2483055181591831
FirstFitBatch(size=50)[p=0.2],3,400,100,3.7333333333333334,1.5951314818673865
FirstFitBatch(size=50)[p=0.2],3,500,100,3.8733333333333335,1.8896090130559342
FirstFitBatch(size=50)[p=0.2],3,600,100,3.973333333333333,1.8783444246936656
FirstFitBatch(size=50)[p=0.2],3,700,100,3.716666666666667,1.9744900888865236
FirstFitBatch(size=50)[p=0.2],3,800,100,3.73,1.7642719619025735
FirstFitBatch(size=50)[p=0.2],3,900,100,4.016666666666667,1.9022647321314432
FirstFitBatch(size=50)[p=0.2],3,1000,100,3.6866666666666665,1.8955034511531055
FirstFitBatchDegree(size=50)[p=0.2],3,50,100,1.3833333333333333,0.51720402163943
FirstFitBatchDegree(size=50)[p=0.2],3,100,100,1.8066666666666666,0.7988602992875399
FirstFitBatchDegree(size=50)[p=0.2],3,150,100,2.0366666666666666,0.9450396817065408
FirstFitBatchDegree(size=50)[p=0.2],3,200,100,2.3066666666666666,1.1715896133980628
FirstFitBatchDegree(size=50)[p=0.2],3,300,100,2.6066666666666665,1.5722453865588397
FirstFitBatchDegree(size=50)[p=0.2],3,400,100,2.586666666666667,1.408797753799711
FirstFitBatchDegree(size=50)[p=0.2],3,500,100,2.9066666666666667,1.7569417874376045
FirstFitBatchDegree(size=50)[p=0.2],3,600,100,3.1,1.6993462795374514
FirstFitBatchDegree(size=50)[p=0.2],3,700,100,2.8033333333333332,1.6667299987967124
FirstFitBatchDegree(size=50)[p=0.2],3,800,100,3.3266666666666667,2.1181648241395714
FirstFitBatchDegree(size=50)[p=0.2],3,900,100,3.27,1.8736150440614352
FirstFitBatchDegree(size=50)[p=0.2],3,1000,100,2.94,1.7921929459618893
FirstFitBatch(size=50)[p=0.2],4,50,100,2.17,0.3159905061864992
FirstFitBatch(size=50)[p=0.2],4,100,100,2.7125,0.5295930041078715
FirstFitBatch(size=50)[p=0.2],4,150,100,3.375,0.6722164829874376
FirstFitBatch(size=50)[p=0.2],4,200,100,3.73,1.017152889196113
FirstFitBatch(size=50)[p=0.2],4,300,100,4.5925,1.1366920207338485
FirstFitBatch(size=50)[p=0.2],4,400,100,4.755,1.471810110034579
FirstFitBatch(size=50)[p=0.2],4,500,100,5.4575,1.6190487176116721
FirstFitBatch(size=50)[p=0.2],4,600,100,5.88,1.7619165701020012
FirstFitBatch(size=50)[p=0.2],4,700,100,5.89,1.796635744941083
FirstFitBatch(size=50)[p=0.2],4,800,100,5.855,1.9287884798494623
FirstFitBatch(size=50)[p=0.2],4,900,100,5.8325,2.4960105668846837
FirstFitBatch(size=50)[p=0.2],4,1000,100,5.895,2.2531034152918945
FirstFitBatchDegree(size=50)[p=0.2],4,50,100,1.6175,0.39757860857948585
FirstFitBatchDegree(size=50)[p=0.2],4,100,100,2.49,0.5678027826631356
FirstFitBatchDegree(size=50)[p=0.2],4,150,100,3.1525,0.7975705297965817
FirstFitBatchDegree(size=50)[p=0.2],4,200,100,3.32,1.1280957406177898
FirstFitBatchDegree(size=50)[p=0.2],4,300,100,4.0575,1.156965319272795
FirstFitBatchDegree(size=50)[p=0.2],4,400,100,4.32,1.5411359446849586
FirstFitBatchDegree(size=50)[p=0.2],4,500,100,4.9475,1.9330335615296492
FirstFitBatchDegree(size=50)[p=0.2],4,600,100,5.3425,2.0148371522284374
FirstFitBatchDegree(size=50)[p=0.2],4,700,100,5.3225,2.0050857213595634
FirstFitBatchDegree(size=50)[p=0.2],4,800,100,5.6475,2.3307978784098804
FirstFitBatchDegree(size=50)[p=0.2],4,900,100,5.895,2.3276006959957716
FirstFitBatchDegree(size=50)[p=0.2],4,1000,100,6.4125,2.3477049963741186
FirstFitBatch(size=10)[p=0.3],2,50,100,1.43,0.49
FirstFitBatch(size=10)[p=0.3],2,100,100,1.61,0.7502666192761077
FirstFitBatch(size=10)[p=0.3],2,150,100,1.455,0.5705041629997103
FirstFitBatch(size=10)[p=0.3],2,200,100,1.435,0.5858967485828881
FirstFitBatch(size=10)[p=0.3],2,300,100,1.49,0.5655970296951709
FirstFitBatch(size=10)[p=0.3],2,400,100,1.6,0.6819090848492928
FirstFitBatch(size=10)[p=0.3],2,500,100,1.47,0.5823229344616268
FirstFitBatch(size=10)[p=0.3],2,600,100,1.465,0.49119751628036556
FirstFitBatch(size=10)[p=0.3],2,700,100,1.515,0.5452293095569973
FirstFitBatch(size=10)[p=0.3],2,800,100,1.53,0.6849087530467106
FirstFitBatch(size=10)[p=0.3],2,900,100,1.505,0.6383376849285964
FirstFitBatch(size=10)[p=0.3],2,1000,100,1.64,0.7418894796396563
FirstFitBatchDegree(size=10)[p=0.3],2,50,100,1.305,0.4521891197275759
FirstFitBatchDegree(size=10)[p=0.3],2,100,100,1.255,0.43298383341644525
FirstFitBatchDegree(size=10)[p=0.3],2,150,100,1.39,0.6106553856308811
FirstFitBatchDegree(size=10)[p=0.3],2,200,100,1.41,0.6905794668247819
FirstFitBatchDegree(size=10)[p=0.3],2,300,100,1.35,0.51720402163943
FirstFitBatchDegree(size=10)[p=0.3],2,400,100,1.195,0.33834154341434336
FirstFitBatchDegree(size=10)[p=0.3],2,500,100,1.335,0.5918403500945166
FirstFitBatchDegree(size=10)[p=0.3],2,600,100,1.325,0.5402545696243577
FirstFitBatchDegree(size=10)[p=0.3],2,700,100,1.3,0.4847679857416329
FirstFitBatchDegree(size=10)[p=0.3],2,800,100,1.3,0.5244044240850758
FirstFitBatchDegree(size=10)[p=0.3],2,900,100,1.395,0.6296626080687975
FirstFitBatchDegree(size=10)[p=0.3],2,1000,100,1.405,0.5277073052365298
FirstFitBatch(size=10)[p=0.3],3,50,100,1.81,0.6311453433595502
FirstFitBatch(size=10)[p=0.3],3,100,100,2.07,0.937247743840087
FirstFitBatch(size=10)[p=0.3],3,150,100,2.0766666666666667,1.06024630262134
FirstFitBatch(size=10)[p=0.3],3,200,100,2.21,1.0725411155030116
FirstFitBatch(size=10)[p=0.3],3,300,100,2.17,0.9848801393514284
FirstFitBatch(size=10)[p=0.3],3,400,100,2.256666666666667,1.0518290946938311
FirstFitBatch(size=10)[p=0.3],3,500,100,2.316666666666667,1.0927793311857004
FirstFitBatch(size=10)[p=0.3],3,600,100,2.0566666666666666,0.9661550370181566
FirstFitBatch(size=10)[p=0.3],3,700,100,2.17,1.0214314574273804
FirstFitBatch(size=10)[p=0.3],3,800,100,2.15,1.0191227164140297
FirstFitBatch(size=10)[p=0.3],3,900,100,2.203333333333333,0.9659710140578753
FirstFitBatch(size=10)[p=0.3],3,1000,100,2.35,1.1346805717910218
FirstFitBatchDegree(size=10)[p=0.3],3,50,100,1.63,0.5595533933415112
FirstFitBatchDegree(size=10)[p=0.3],3,100,100,1.8366666666666667,0.7520268907721614
FirstFitBatchDegree(size=10)[p=0.3],3,150,100,1.99,0.9421665339937403
FirstFitBatchDegree(size=10)[p=0.3],3,200,100,2.0233333333333334,0.9879889787959288
FirstFitBatchDegree(size=10)[p=0.3],3,300,100,1.8966666666666667,0.7567400845439308
FirstFitBatchDegree(size=10)[p=0.3],3,400,100,2.0233333333333334,0.9778150245430995
FirstFitBatchDegree(size=10)[p=0.3],3,500,100,2.033333333333333,0.8913161304747291
FirstFitBatchDegree(size=10)[p=0.3],3,600,100,1.94,0.8836540298354579
FirstFitBatchDegree(size=10)[p=0.3],3,700,100,2.09,1.006484530984511
FirstFitBatchDegree(size=10)[p=0.3],3,800,100,1.9,0.9291573243177569
FirstFitBatchDegree(size=10)[p=0.3],3,900,100,2.1733333333333333,1.155162326255492
FirstFitBatchDegree(size=10)[p=0.3],3,1000,100,2.0966666666666667,0.937247743840087
FirstFitBatch(size=10)[p=0.3],4,50,100,2.0125,0.4546633369868303
FirstFitBatch(size=10)[p=0.3],4,100,100,2.3975,0.7509119455701847
FirstFitBatch(size=10)[p=0.3],4,150,100,2.5575,0.9771482743166464
FirstFitBatch(size=10)[p=0.3],4,200,100,2.8175,1.1307381438688624
FirstFitBatch(size=10)[p=0.3],4,300,100,2.7975,1.1020974321719472
FirstFitBatch(size=10)[p=0.3],4,400,100,3.045,1.2416621923856745
FirstFitBatch(size=10)[p=0.3],4,500,100,2.795,1.187634202942977
FirstFitBatch(size=10)[p=0.3],4,600,100,2.9625,1.2636133704579102
FirstFitBatch(size=10)[p=0.3],4,700,100,3.1075,1.6352580071658418
FirstFitBatch(size=10)[p=0.3],4,800,100,3.0175,1.2734083202178317
FirstFitBatch(size=10)[p=0.3],4,900,100,2.9825,1.2802612038174086
FirstFitBatch(size=10)[p=0.3],4,1000,100,3.08,1.4670889543582557
FirstFitBatchDegree(size=10)[p=0.3],4,50,100,1.8525,0.4900191322795468
FirstFitBatchDegree(size=10)[p=0.3],4,100,100,2.335,0.737580504080741
FirstFitBatchDegree(size=10)[p=0.3],4,150,100,2.5525,0.9748685808866752
FirstFitBatchDegree(size=10)[p=0.3],4,200,100,2.5875,1.1370878374162658
FirstFitBatchDegree(size=10)[p=0.3],4,300,100,2.79,1.1032452129966392
FirstFitBatchDegree(size=10)[p=0.3],4,400,100,2.645,1.0625323524486208
FirstFitBatchDegree(size=10)[p=0.3],4,500,100,2.9325,1.3289351940557523
FirstFitBatchDegree(size=10)[p=0.3],4,600,100,2.8575,1.2325050709834828
FirstFitBatchDegree(size=10)[p=0.3],4,700,100,2.915,1.375327233788381
FirstFitBatchDegree(size=10)[p=0.3],4,800,100,3.085,1.530612622448933
FirstFitBatchDegree(size=10)[p=0.3],4,900,100,3.025,1.5233597736582123
FirstFitBatchDegree(size=10)[p=0.3],4,1000,100,2.98,1.3396268137059664
FirstFitBatch(size=50)[p=0.3],2,50,100,1.43,0.49
FirstFitBatch(size=50)[p=0.3],2,100,100,1.61,0.7502666192761077
FirstFitBatch(size=50)[p=0.3],2,150,100,1.455,0.5705041629997103
FirstFitBatch(size=50)[p=0.3],2,200,100,1.435,0.5858967485828881
FirstFitBatch(size=50)[p=0.3],2,300,100,1.49,0.5655970296951709
FirstFitBatch(size=50)[p=0.3],2,400,100,1.6,0.6819090848492928
FirstFitBatch(size=50)[p=0.3],2,500,100,1.47,0.5823229344616268
FirstFitBatch(size=50)[p=0.3],2,600,100,1.465,0.49119751628036556
FirstFitBatch(size=50)[p=0.3],2,700,100,1.515,0.5452293095569973
FirstFitBatch(size=50)[p=0.3],2,800,100,1.53,0.6849087530467106
FirstFitBatch(size=50)[p=0.3],2,900,100,1.505,0.6383376849285964
FirstFitBatch(size=50)[p=0.3],2,1000,100,1.64,0.7418894796396563
FirstFitBatchDegree(size=50)[p=0.3],2,50,100,1.025,0.12990381056766578
FirstFitBatchDegree(size=50)[p=0.3],2,100,100,1.04,0.13564659966250536
FirstFitBatchDegree(size=50)[p=0.3],2,150,100,1.095,0.39175885439897845
FirstFitBatchDegree(size=50)[p=0.3],2,200,100,1.13,0.3132091952673165
FirstFitBatchDegree(size=50)[p=0.3],2,300,100,1.15,0.3570714214271425
FirstFitBatchDegree(size=50)[p=0.3],2,400,100,1.14,0.41880783182743847
FirstFitBatchDegree(size=50)[p=0.3],2,500,100,1.165,0.4530728418256826
FirstFitBatchDegree(size=50)[p=0.3],2,600,100,1.165,0.38765319552404054
FirstFitBatchDegree(size=50)[p=0.3],2,700,100,1.1,0.25495097567963926
FirstFitBatchDegree(size=50)[p=0.3],2,800,100,1.14,0.332264954516723
FirstFitBatchDegree(size=50)[p=0.3],2,900,100,1.155,0.34420197558991433
FirstFitBatchDegree(size=50)[p=0.3],2,1000,100,1.16,0.3072458299147443
FirstFitBatch(size=50)[p=0.3],3,50,100,1.81,0.6311453433595502
FirstFitBatch(size=50)[p=0.3],3,100,100,2.07,0.937247743840087
FirstFitBatch(size=50)[p=0.3],3,150,100,2.0766666666666667,1.06024630262134
FirstFitBatch(size=50)[p=0.3],3,200,100,2.21,1.0725411155030116
FirstFitBatch(size=50)[p=0.3],3,300,100,2.17,0.9848801393514284
FirstFitBatch(size=50)[p=0.3],3,400,100,2.256666666666667,1.0518290946938311
FirstFitBatch(size=50)[p=0.3],3,500,100,2.316666666666667,1.0927793311857004
FirstFitBatch(size=50)[p=0.3],3,600,100,2.0566666666666666,0.9661550370181566
FirstFitBatch(size=50)[p=0.3],3,700,100,2.17,1.0214314574273804
FirstFitBatch(size=50)[p=0.3],3,800,100,2.15,1.0191227164140297
FirstFitBatch(size=50)[p=0.3],3,900,100,2.203333333333333,0.9659710140578753
FirstFitBatch(size=50)[p=0.3],3,1000,100,2.35,1.1346805717910218
FirstFitBatchDegree(size=50)[p=0.3],3,50,100,1.1166666666666667,0.2881936077631764
FirstFitBatchDegree(size=50)[p=0.3],3,100,100,1.3566666666666667,0.4624932431938871
FirstFitBatchDegree(size=50)[p=0.3],3,150,100,1.4266666666666667,0.6129709074118717
FirstFitBatchDegree(size=50)[p=0.3],3,200,100,1.3133333333333332,0.4442721888412303
FirstFitBatchDegree(size=50)[p=0.3],3,300,100,1.4633333333333334,0.6829592471980545
FirstFitBatchDegree(size=50)[p=0.3],3,400,100,1.5566666666666666,0.7789665518421757
FirstFitBatchDegree(size=50)[p=0.3],3,500,100,1.6300000000000001,0.7956758133813042
FirstFitBatchDegree(size=50)[p=0.3],3,600,100,1.61,0.7860661549767933
FirstFitBatchDegree(size=50)[p=0.3],3,700,100,1.64,0.9269783648440177
FirstFitBatchDegree(size=50)[p=0.3],3,800,100,1.5133333333333334,0.6279065747917175
FirstFitBatchDegree(size=50)[p=0.3],3,900,100,1.61,0.670082913609287
FirstFitBatchDegree(size=50)[p=0.3],3,1000,100,1.5833333333333333,0.807430767585955
FirstFitBatch(size=50)[p=0.3],4,50,100,2.0125,0.4546633369868303
FirstFitBatch(size=50)[p=0.3],4,100,100,2.3975,0.7509119455701847
FirstFitBatch(size=50)[p=0.3],4,150,100,2.5575,0.9771482743166464
FirstFitBatch(size=50)[p=0.3],4,200,100,2.8175,1.1307381438688624
FirstFitBatch(size=50)[p=0.3],4,300,100,2.7975,1.1020974321719472
FirstFitBatch(size=50)[p=0.3],4,400,100,3.045,1.2416621923856745
FirstFitBatch(size=50)[p=0.3],4,500,100,2.795,1.187634202942977
FirstFitBatch(size=50)[p=0.3],4,600,100,2.9625,1.2636133704579102
FirstFitBatch(size=50)[p=0.3],4,700,100,3.1075,1.6352580071658418
FirstFitBatch(size=50)[p=0.3],4,800,100,3.0175,1.2734083202178317
FirstFitBatch(size=50)[p=0.3],4,900,100,2.9825,1.2802612038174086
FirstFitBatch(size=50)[p=0.3],4,1000,100,3.08,1.4670889543582557
FirstFitBatchDegree(size=50)[p=0.3],4,50,100,1.375,0.375
FirstFitBatchDegree(size=50)[p=0.3],4,100,100,1.66,0.6869497798238238
FirstFitBatchDegree(size=50)[p=0.3],4,150,100,1.9525,0.797413788443616
FirstFitBatchDegree(size=50)[p=0.3],4,200,100,2.155,1.0196690639614403
FirstFitBatchDegree(size=50)[p=0.3],4,300,100,2.2125,1.1132020256898565
FirstFitBatchDegree(size=50)[p=0.3],4,400,100,2.1725,1.0866778501469514
FirstFitBatchDegree(size=50)[p=0.3],4,500,100,2.325,1.2044189470445905
FirstFitBatchDegree(size=50)[p=0.3],4,600,100,2.61,1.3552306076826925
FirstFitBatchDegree(size=50)[p=0.3],4,700,100,2.195,1.1814080582085091
FirstFitBatchDegree(size=50)[p=0.3],4,800,100,2.085,1.0672511419530082
FirstFitBatchDegree(size=50)[p=0.3],4,900,100,2.34,1.1808471535300409
FirstFitBatchDegree(size=50)[p=0.3],4,1000,100,2.705,1.5253606131010464
